CARD_ID,total_spend,total_transaction_count,average_transaction_size
c_2fnuecqsf6nw8,-530.0,1,-530.0
c_2fo0bkql14sfm,-3586.5,7,-512.3571428571429
c_2fo32oskpfe9,-940.0,1,-940.0
c_2fo6p32ky2rlp,-331.1000061035156,2,-165.5500030517578
c_2fo7yaqafcndi,-196.83999633789062,1,-196.83999633789062
c_2fo8flsl0xggk,-2600.0,1,-2600.0
c_2foc3kux9dl2i,-1313.9399719238281,2,-656.9699859619141
c_2foc5i4eopb0s,-1530.0,4,-382.5
c_2foolzb08x1aw,-865.6699981689453,3,-288.5566660563151
c_2fooyqxiwq62j,-30.0,6,-5.0
c_2fopkgrla8nid,-3332.1900177001953,11,-302.9263652454723
c_2fosd3q6m212d,-510.0,1,-510.0
c_2fovc1a2ho76s,-61.5,1,-61.5
c_2fovgonqf6d8d,-8334.839965820312,6,-1389.1399943033855
c_2foxg54gzlim5,-1135.0,2,-567.5
c_2foyaqy2uf3dt,-65734.92010688782,15,-4382.328007125854
c_2foybkio0uqpf,-112.94999694824219,1,-112.94999694824219
c_2fp1p9hqv1s7k,-48.90999984741211,1,-48.90999984741211
c_2fp6uxoicxwme,-708.0,1,-708.0
c_2fp7xe61kddwa,-8788.359939575195,24,-366.1816641489665
c_2fp8asrwtqst8,-1999.8999938964844,3,-666.6333312988281
c_2fp9talfgrurs,-1384.4599914550781,4,-346.11499786376953
c_2fpa23xf2ovqn,-34.04999923706055,1,-34.04999923706055
c_2fpb44hogcwtl,-494.0,1,-494.0
c_2fpc4v3bpg6e0,-1304.8800048828125,4,-326.2200012207031
c_2fpco79qiu7ue,-1954.9999389648438,2,-977.4999694824219
c_2fpdicp6pkgr7,-4440.349998474121,21,-211.4452380225772
c_2fpfh3qrulsyu,-1339.8399658203125,1,-1339.8399658203125
c_2fpmk9t3yhbcl,-4606.690037727356,6,-767.7816729545593
c_2fpnlocwjm33y,-525.0,1,-525.0
c_2fpohmrvs1aq1,-891.0,2,-445.5
c_2fpotkm30ucus,-492.0,1,-492.0
c_2fpp5x499033w,-55.0,1,-55.0
c_2fpuque5ebfs4,-1575.7099990844727,12,-131.3091665903727
c_2fpvo9vdq33si,-5100.0,6,-850.0
c_2fpwhbflch2oz,-500.0,1,-500.0
c_2fpxcgt6lkvct,-20.0,4,-5.0
c_2fq3fh7m48lr4,-4430.14990234375,4,-1107.5374755859375
c_2fqdmgq4d0f85,-109.0,1,-109.0
c_2fqefrgj23tw5,-55.70000076293945,2,-27.850000381469727
c_2fqeva3aijyxg,-10.0,2,-5.0
c_2fqfz1sh78asl,-180.0,1,-180.0
c_2fqgcb6ktc5bi,-40.0,2,-20.0
c_2fqip7cjddtis,-40.0,2,-20.0
c_2fqoc6e1c1dur,-795.3200001716614,6,-132.55333336194357
c_2fqoe5obl35k0,-55.70000076293945,2,-27.850000381469727
c_2fqstqsxuu5sy,-13366.800109863281,21,-636.5142909458706
c_2fquaa4apnxm1,-182.97000122070312,1,-182.97000122070312
c_2fqyvrhmgxeaa,-9585.780132293701,15,-639.0520088195801
c_2fqzr650f8g12,-4402.09001159668,8,-550.261251449585
c_2fr1t2h8edunp,-4581.039970397949,15,-305.40266469319664
c_2fr22n9k5nlwx,-33.18000030517578,1,-33.18000030517578
c_2fr2l3dodbhx5,-1067.4000244140625,1,-1067.4000244140625
c_2fr3iyu8vu16r,-977.7499994039536,17,-57.51470584729139
c_2fr42y9k9g2ei,-2683.9400024414062,12,-223.6616668701172
c_2fr57uhg2y3en,-10166.0,3,-3388.6666666666665
c_2fr86xkbjndz9,-149.39999389648438,1,-149.39999389648438
c_2frcy5udaoayi,-27887.010063171387,145,-192.32420733221647
c_2frdfu12z2q8o,-34.04999923706055,1,-34.04999923706055
c_2fren9g8w8k20,-7074.820016860962,13,-544.2169243739202
c_2frfmorn55051,-167.5,1,-167.5
c_2frhmk2ky4ng3,-1784.0,3,-594.6666666666666
c_2frjobfkqxf9m,-1742.0000085830688,8,-217.7500010728836
c_2frob2o4xn9z4,-68.94999694824219,1,-68.94999694824219
c_2frqi2u5nlfpb,-278.95999908447266,2,-139.47999954223633
c_2frvk4t4uowig,-158.17999267578125,1,-158.17999267578125
c_2fs7t9rjkjmmg,-795.0,1,-795.0
c_2fs84p5a2gt9w,-214.0,1,-214.0
c_2fs8s7z3w970,-5.0,1,-5.0
c_2fsd22r0rigg2,-359.3999938964844,1,-359.3999938964844
c_2fsisnt4w0l8d,-51.5,1,-51.5
c_2fsnes4tn3vm6,-4882.690017700195,10,-488.26900177001954
c_2fsnj2q0auowk,-364.6499938964844,3,-121.5499979654948
c_2fspj09fo5syt,-2746.3799591064453,4,-686.5949897766113
c_2fsv44bv4d03o,-402.0,1,-402.0
c_2ft1plrs5tokw,-344.82000732421875,1,-344.82000732421875
c_2ft30ynq0ckoi,-4233.310043334961,9,-470.36778259277344
c_2ft44argg0ka8,-362.0,1,-362.0
c_2ft7i2orgh3ma,-5.360000133514404,1,-5.360000133514404
c_2ft8trdlxshy6,-1660.219985961914,3,-553.4066619873047
c_2ft92f4ueka57,-2189.8999996185303,5,-437.97999992370603
c_2ftd92gl17mbk,-342.0,1,-342.0
c_2fteu1jtnojcl,-690.0,1,-690.0
c_2ftj02jdi7f5u,-57125.83994960785,233,-245.17527875368177
c_2ftsu39mw02ki,-1422.0,1,-1422.0
c_2fttvvb90z7q,-100.0,1,-100.0
c_2ftwf92pkvs5t,-157.0,1,-157.0
c_2ftxrjtqh66cn,-755.5999755859375,1,-755.5999755859375
c_2fu2re2cy8dqu,-86.0,1,-86.0
c_2fu50gclqnum1,-60.0,1,-60.0
c_2fu7iab5xuago,-40.0,8,-5.0
c_2fua36qhn8m6o,-2799.89990234375,4,-699.9749755859375
c_2fuadm6ogco1t,-259.4800109863281,1,-259.4800109863281
c_2fuaiii259p4j,-3185.0999755859375,3,-1061.6999918619792
c_2fuavtcfimucm,-404.3999938964844,1,-404.3999938964844
c_2fuctcz08dhvz,-1229.199951171875,1,-1229.199951171875
c_2fufht31htgnd,-333.6400146484375,1,-333.6400146484375
c_2fui2w4ch74pw,-171.60000610351562,2,-85.80000305175781
c_2fui3dg5yc2ox,-1800.0,2,-900.0
c_2fuk2odcxjynf,-1309.9400024414062,3,-436.64666748046875
c_2fulx1bq0vv2,-966.9500122070312,3,-322.31667073567706
c_2fup5shugn798,-1082.75,4,-270.6875
c_2fusnitd5nmes,-4831.350021362305,10,-483.13500213623047
c_2futuyeitsgz2,-310.0,2,-155.0
c_2fuuro2389y0,-620.5800170898438,1,-620.5800170898438
c_2fuywfgnl7c5x,-4531.36003112793,21,-215.77904910132997
c_2fuzgzv7pcd76,-1061.1499938964844,4,-265.2874984741211
c_2fv1grumkfos6,-400.0,1,-400.0
c_2fv25xkatvt2,-3604.060012817383,7,-514.865716116769
c_2fv3sp9uo8w8,-1999.9000396728516,3,-666.6333465576172
c_2fv5w7kp88o87,-1777.5499877929688,2,-888.7749938964844
c_2fv7wf1k2cg6f,-158.75,1,-158.75
c_2fv8slab6s73x,-884.0,2,-442.0
c_2fveamu5rmhe9,-1051.459976196289,4,-262.86499404907227
c_2fvmffg8p0gst,-9023.540031433105,52,-173.52961598909818
c_2fvmntzc6onkz,-567.8999938964844,3,-189.29999796549478
c_2fvmx8ca9xmgt,-1483.5,2,-741.75
c_2fvnlpgl5lz02,-9787.470001220703,21,-466.0700000581287
c_2fvritzd3ircw,-2343.0,4,-585.75
c_2fvt6u3desobw,-1873.719970703125,1,-1873.719970703125
c_2fvvf13fdy4r4,-736.3999938964844,7,-105.1999991280692
c_2fvw7p4h6a3db,-2190.2399978637695,10,-219.02399978637695
c_2fw0qb3ib59ky,-38.040000915527344,1,-38.040000915527344
c_2fw29eya70snd,-244.1199951171875,1,-244.1199951171875
c_2fw2s5qxiq8cx,-5096.569961547852,8,-637.0712451934814
c_2fw7aj30tuw1y,-23850.22036743164,13,-1834.63233595628
c_2fw7ts2xr0uxd,-45.83000183105469,1,-45.83000183105469
c_2fwa3bl3ymxnq,-1988.7999649047852,8,-248.59999561309814
c_2fwd8h6wfvx7k,-1938.7999877929688,4,-484.6999969482422
c_2fwe7q0vo77q9,-252.5500030517578,2,-126.2750015258789
c_2fwfs3mquiehn,-440.45001220703125,1,-440.45001220703125
c_2fwlgb0bhai00,-980.8599948883057,3,-326.95333162943524
c_2fwo4dtdc6at2,-81482.22626876831,230,-354.27054899464486
c_2fwq4nw33k8r0,-130.0,1,-130.0
c_2fwrhatpo1dfo,-359.3999938964844,1,-359.3999938964844
c_2fwv3k8fodf7g,-853.0800018310547,3,-284.36000061035156
c_2fwyy4x8zhusv,-210.72999572753906,1,-210.72999572753906
c_2fx24jrn6wmb6,-4143.6400146484375,3,-1381.2133382161458
c_2fx2k9genr9rn,-220.0,1,-220.0
c_2fx7bi1rygv07,-719.7999877929688,1,-719.7999877929688
c_2fxaew0v8a9m0,-1500.0,1,-1500.0
c_2fxbdcemcsfx0,-1395.5999755859375,1,-1395.5999755859375
c_2fxc8uuu0ljrp,-105.36000061035156,1,-105.36000061035156
c_2fxd5eijipkti,-1054.8800048828125,4,-263.7200012207031
c_2fxeprca7dpdh,-206.0,1,-206.0
c_2fxggw95r0ecz,-4528.539978027344,9,-503.17110866970484
c_2fxi0kj2nl0tl,-840.1799926757812,4,-210.0449981689453
c_2fxkvwsa8s0ff,-1950.0,2,-975.0
c_2fxlpaoes0ef0,-1635.699951171875,1,-1635.699951171875
c_2fxm4be59ec17,-5324.759979248047,10,-532.4759979248047
c_2fxrrjodg95sm,-1063.25,2,-531.625
c_2fxs4ztkb0oqf,-267.8800048828125,1,-267.8800048828125
c_2fxt46eu7dfeb,-9064.099990844727,39,-232.41282027806992
c_2fxxn0dsznch6,-603.0,7,-86.14285714285714
c_2fy09fsrcfvk8,-149.38999938964844,1,-149.38999938964844
c_2fy2u4jf3i5u,-806.4500122070312,1,-806.4500122070312
c_2fy4zwfodxpor,-999.9500122070312,1,-999.9500122070312
c_2fy63kcacmkfu,-206.22000122070312,1,-206.22000122070312
c_2fy6ya484kbmx,-535.3999938964844,4,-133.8499984741211
c_2fyazr42atvtc,-2699.169891357422,2,-1349.584945678711
c_2fydkpw3cf3u6,-100.0,1,-100.0
c_2fydwqg5svul0,-2237.279998779297,8,-279.6599998474121
c_2fyex2lccm6bd,-999.8699951171875,3,-333.2899983723958
c_2fyheihgbea5p,-160.0,2,-80.0
c_2fyheqazkch8a,-237.89999389648438,1,-237.89999389648438
c_2fyirx1qzo95q,-916.97998046875,3,-305.6599934895833
c_2fyjb65qbz5rn,-7773.870048522949,15,-518.2580032348633
c_2fyo0ppga9kvh,-2843.900001525879,7,-406.2714287894113
c_2fypy0dxvz8xu,-7909.789985656738,44,-179.76795421947133
c_2fyy94hb5ss1j,-192.0,1,-192.0
c_2fz7qgau48g8,-9370.880180358887,15,-624.7253453572591
c_2fzdn4wjveekt,-529.5,1,-529.5
c_2fzhgaqflptdl,-398.9000015258789,2,-199.45000076293945
c_2fzjanby39vor,-2483.760040283203,9,-275.9733378092448
c_2fzlmm21qu89r,-9.979999542236328,2,-4.989999771118164
c_2fzu83hgyozqh,-1258.8500366210938,3,-419.61667887369794
c_2fzyaqoz66hei,-1504.9199981689453,4,-376.2299995422363
c_2g005neo5brp9,-3527.459930419922,4,-881.8649826049805
c_2g02ichw48kz8,-138.9199981689453,1,-138.9199981689453
c_2g06eia9cbobu,-595.7000122070312,1,-595.7000122070312
c_2g06m4nedy3fg,-4989.510070800781,6,-831.5850118001302
c_2g07br4vk00h8,-34.04999923706055,1,-34.04999923706055
c_2g0eu4fyf06pr,-891.5999755859375,2,-445.79998779296875
c_2g0oh91cai2me,-1675.8399963378906,4,-418.95999908447266
c_2g0qldp506oc,-200.89999389648438,1,-200.89999389648438
c_2g0qxqezkc5pn,-4698.659973144531,8,-587.3324966430664
c_2g0ra3cw51kf5,-1350.0,4,-337.5
c_2g0rh7ffnklqd,-1957.4399871826172,6,-326.23999786376953
c_2g0swjcqq464,-4950.0,1,-4950.0
c_2g0uibc4ec6yy,-900.0,1,-900.0
c_2g0uirqd8all9,-11130.099964141846,62,-179.51774135712654
c_2g0yue8lktz1v,-1075.620002746582,6,-179.27000045776367
c_2g0zm249u3wrt,-7318.139991760254,22,-332.64272689819336
c_2g0zztbndow3r,-350.0,1,-350.0
c_2g16azcf54309,-156.5399932861328,1,-156.5399932861328
c_2g1i354ar5jdt,-1081.240005493164,5,-216.2480010986328
c_2g1iu2aq0ga10,-27557.580017089844,49,-562.399592185507
c_2g1j0t8j0q8v5,-690.0,1,-690.0
c_2g1j5egs60lex,-67.72000122070312,2,-33.86000061035156
c_2g1j8vu5em3v4,-27.0,1,-27.0
c_2g1sdmp1l2gys,-3354.9998779296875,2,-1677.4999389648438
c_2g1t7q10mmrrz,-216.0999984741211,2,-108.04999923706055
c_2g1wdqsn7hr47,-2608.0399780273438,5,-521.6079956054688
c_2g1zlyxbxezu6,-1657.5,2,-828.75
c_2g204ww4lgiib,-7948.859992980957,40,-198.72149982452393
c_2g21sglruw97a,-172.25,1,-172.25
c_2g24zvfjsyoj9,-160.60000610351562,1,-160.60000610351562
c_2g25t3gm9tjks,-390.3300018310547,2,-195.16500091552734
c_2g2765uzdm1iu,-2528.5499725341797,9,-280.9499969482422
c_2g28guzb9bsxz,-141.02000427246094,1,-141.02000427246094
c_2g2cy8nt2rul3,-4236.840003967285,22,-192.58363654396751
c_2g2fjfnnfps91,-3651.0,2,-1825.5
c_2g2idg7e60bde,-3571.6299743652344,7,-510.2328534807478
c_2g2k42nz3m0d4,-2027.9999694824219,4,-506.99999237060547
c_2g2s0hyeu18gf,-120.0,4,-30.0
c_2g2uzjwjschtv,-4364.999984741211,22,-198.4090902155096
c_2g34gqzrjqo35,-1590.0,1,-1590.0
c_2g3dlbgovod9w,-218.0,1,-218.0
c_2g3jbg4gt2gjv,-170.5,1,-170.5
c_2g3ms4b8b99u1,-402.0,1,-402.0
c_2g3rmailei824,-601.0,1,-601.0
c_2g3s18jfo3l6s,-5.0,1,-5.0
c_2g3v99o8wld1f,-9442.800104141235,22,-429.21818655187434
c_2g3znkaropu0u,-100.0,5,-20.0
c_2g40qmhcbb455,-677.8400268554688,2,-338.9200134277344
c_2g42ctj11zjal,-13554.040001273155,64,-211.78187501989305
c_2g4868rbtokaw,-5.0,1,-5.0
c_2g4ep8gxw5mk2,-67.72000122070312,2,-33.86000061035156
c_2g4h3nxlz9kig,-1944.929931640625,2,-972.4649658203125
c_2g4jqpvahqd5w,-629.0,2,-314.5
c_2g4lmpsxpj9e5,-1183.0,1,-1183.0
c_2g4p0lvomabo8,-776.9700088500977,2,-388.4850044250488
c_2g4uz90931yet,-3729.769989013672,8,-466.221248626709
c_2g4xxpwqb941m,-1174.4800415039062,2,-587.2400207519531
c_2g4yd6x5kjpcd,-379.95001220703125,2,-189.97500610351562
c_2g4yibyw0sbik,-8974.839988708496,39,-230.1241022745768
c_2g50s3128f16x,-6000.0,4,-1500.0
c_2g520ma7gg7w5,-10950.699798583984,14,-782.1928427559989
c_2g52ovmlkpray,-2649.949951171875,1,-2649.949951171875
c_2g54rx9x534zy,-375.0,1,-375.0
c_2g558d0hr96gy,-1999.9000244140625,2,-999.9500122070312
c_2g569d79zk7ff,-100.0,1,-100.0
c_2g5731lwb6qb,-4544.480026245117,19,-239.1831592760588
c_2g5a1npdim0nb,-100.0,1,-100.0
c_2g5edlj26aock,-1399.949951171875,2,-699.9749755859375
c_2g5hacj724p3c,-491.8800048828125,3,-163.96000162760416
c_2g5miadtsf4dv,-453.25,1,-453.25
c_2g5rin7118wtg,-483.8999938964844,1,-483.8999938964844
c_2g5vbxf859f21,-684.4299926757812,1,-684.4299926757812
c_2g5vpv7ekc1s6,-4980.1400146484375,29,-171.7289660223599
c_2g5wpj5g772l5,-2157.7900018692017,9,-239.75444465213351
c_2g5xhvoxylypi,-11465.3701171875,5,-2293.0740234375
c_2g5zwq98lv97u,-2826.5500106811523,18,-157.0305561489529
c_2g609peeso1qu,-512.4599914550781,4,-128.11499786376953
c_2g60pdbf2amb,-100.0,1,-100.0
c_2g61n1a8fryjg,-6217.0,3,-2072.3333333333335
c_2g62clq1cf2po,-1346.0,4,-336.5
c_2g644yclstnbv,-918.0,1,-918.0
c_2g65meto74uv5,-1945.949951171875,2,-972.9749755859375
c_2g6frnf0r9j9g,-3074.439987182617,15,-204.9626658121745
c_2g6gmsn2dyy2r,-26191.279861450195,30,-873.0426620483398
c_2g6mbjpajrc3f,-16141.250003814697,84,-192.15773814065116
c_2g6mwaurrgdw9,-269.5,1,-269.5
c_2g6qvz0wqpna8,-5.360000133514404,1,-5.360000133514404
c_2g6t4azd0roq7,-1456.0,5,-291.2
c_2g6u9mj6inviz,-463.79998779296875,1,-463.79998779296875
c_2g6umlop06qos,-40.0,8,-5.0
c_2g6xfb5jcwrcz,-76.86000061035156,1,-76.86000061035156
c_2g701757zyyun,-129.16000366210938,1,-129.16000366210938
c_2g7071ynepvad,-697.5,1,-697.5
c_2g72dov9wkx72,-150.8000030517578,1,-150.8000030517578
c_2g74b2gb25rpg,-212.55999755859375,1,-212.55999755859375
c_2g74tfqcpcbt9,-201.6999969482422,1,-201.6999969482422
c_2g74vgjxqgdqy,-1321.6000366210938,3,-440.53334554036456
c_2g770ah08k75a,-955.2000122070312,1,-955.2000122070312
c_2g79mqvqch5pj,-279.6000061035156,1,-279.6000061035156
c_2g7b23uwtw60p,-245.82000732421875,1,-245.82000732421875
c_2g7cc8zztor6w,-3805.330047607422,4,-951.3325119018555
c_2g7eehzhg1xft,-4396.3798828125,1,-4396.3798828125
c_2g7etea7gckx4,-691.2000122070312,1,-691.2000122070312
c_2g7f5bgm73d5u,-150.77000427246094,1,-150.77000427246094
c_2g7gj9fs1cl00,-418.02000427246094,2,-209.01000213623047
c_2g7kt7enw1e69,-194.5,1,-194.5
c_2g7nd7k2u8oje,-513.0400009155273,6,-85.50666681925456
c_2g7s0kwbesy4i,-757.1000061035156,2,-378.5500030517578
c_2g7sp97sjncnt,-221.9499969482422,3,-73.98333231608073
c_2g7tv498dhbbb,-106.5199966430664,1,-106.5199966430664
c_2g83yrqekd5sk,-67.72000122070312,2,-33.86000061035156
c_2g840i87c55r,-2299.929931640625,4,-574.9824829101562
c_2g869qeu429c3,-6396.0400466918945,26,-246.00154025738055
c_2g8ahcjjxsuby,-34.04999923706055,1,-34.04999923706055
c_2g8b9qr295q3o,-7808.80997467041,44,-177.47295396978205
c_2g8baia22ol0b,-947.5599822998047,6,-157.92666371663412
c_2g8cmirzl1pi8,-10119.0,11,-919.9090909090909
c_2g8fv5goqbzg3,-14540.590026855469,17,-855.3288251091452
c_2g8i2vlmqpu29,-1317.8800048828125,4,-329.4700012207031
c_2g8iy1hvxrnqb,-896.0,4,-224.0
c_2g8k1m4fom7vr,-3736.880027770996,11,-339.71636616099966
c_2g8mcahlie34a,-224.60000610351562,1,-224.60000610351562
c_2g8orhg5m7do6,-1895.1899719238281,3,-631.729990641276
c_2g8ost49594i5,-1484.3999938964844,3,-494.7999979654948
c_2g8qyysbxokgc,-11045.76999282837,60,-184.0961665471395
c_2g8rk3dg0wh7u,-20.0,4,-5.0
c_2g8t0vxazlpc,-175.0,1,-175.0
c_2g9230lk9eobx,-667.0,1,-667.0
c_2g93kx9t5wr84,-5425.099990844727,20,-271.2549995422363
c_2g93u7irk6cwe,-3768.0299758911133,8,-471.00374698638916
c_2g94463w7onrv,-479.6400032043457,6,-79.94000053405762
c_2g94naufiyb28,-4554.950012207031,3,-1518.316670735677
c_2g99knik6a5gf,-2909.929962158203,3,-969.9766540527344
c_2g99rxlo3jyw0,-624.75,1,-624.75
c_2g9giph4wzn02,-1000.0,1,-1000.0
c_2g9qmxhp1diug,-730.7999877929688,1,-730.7999877929688
c_2g9qwhowvgoo0,-307.67999267578125,1,-307.67999267578125
c_2g9sq6mcqwa4m,-1320.6000061035156,6,-220.1000010172526
c_2g9srztrn6t8s,-537000.0,3,-179000.0
c_2g9todq91w00d,-7794.329986572266,8,-974.2912483215332
c_2g9tweij2vl8v,-482.69998931884766,7,-68.95714133126395
c_2g9v4mdxr583q,-255.0,1,-255.0
c_2g9y08dmwadzc,-984.2099914550781,4,-246.05249786376953
c_2ga1dvm5ygvxz,-26.190000534057617,1,-26.190000534057617
c_2ga31jjgf1tq4,-107.02999877929688,1,-107.02999877929688
c_2ga3xymopsvv7,-1518.9500122070312,3,-506.31667073567706
c_2ga6weod5k3ad,-300.0,1,-300.0
c_2ga7spfc6dlod,-147.02999877929688,1,-147.02999877929688
c_2ga88j8tm7knt,-10989.089942932129,25,-439.5635977172852
c_2gabiwsbdo3q4,-723.6099853515625,3,-241.20332845052084
c_2gadtnlahsy1,-404.3999938964844,1,-404.3999938964844
c_2gaec8vkoude,-344.0,1,-344.0
c_2gaj3qe6q8aqt,-768.4700088500977,2,-384.2350044250488
c_2gakznsotmkq0,-1565.6499938964844,7,-223.6642848423549
c_2galyzi3bdzq7,-237.39999389648438,1,-237.39999389648438
c_2gam2xva5ckfm,-831.2999877929688,2,-415.6499938964844
c_2gaquzd477fj3,-1768.02001953125,4,-442.0050048828125
c_2gar2zq8gfup,-100.0,1,-100.0
c_2gas3ae453kw1,-193.4499969482422,2,-96.7249984741211
c_2gatfssklcehd,-169.9499969482422,1,-169.9499969482422
c_2gaton11szcxe,-236.5199966430664,3,-78.83999888102214
c_2gav5gwrlq7lq,-103.73999786376953,1,-103.73999786376953
c_2gax29w378zg8,-550.9799957275391,4,-137.74499893188477
c_2gaxbxwxmsis9,-612.5,1,-612.5
c_2gb2pzl3d7o4v,-133.97999572753906,1,-133.97999572753906
c_2gb359wjsbyq1,-121.07000350952148,2,-60.53500175476074
c_2gb525gq4s3ls,-803.1099853515625,1,-803.1099853515625
c_2gb8eji4dzhdy,-2608.550048828125,1,-2608.550048828125
c_2gb8jdcxc2ykf,-491.3999938964844,1,-491.3999938964844
c_2gba70ttbuf7c,-60.04999923706055,1,-60.04999923706055
c_2gbh1omxneb3k,-3041.9499940872192,16,-190.1218746304512
c_2gbjbg7p7tsvv,-1435.1799926757812,2,-717.5899963378906
c_2gbkphfo5otls,-8461.119918823242,26,-325.42768918550934
c_2gbsoppn2i39p,-100.0,1,-100.0
c_2gbz8r355xap4,-100.0,1,-100.0
c_2gbzrl7w8x9fe,-2799.0,1,-2799.0
c_2gbzsp2scsrfr,-437.1000061035156,1,-437.1000061035156
c_2gc12rhw96ydi,-23341.300006866455,97,-240.6319588336748
c_2gc5vko9m6i6o,-7406.100006103516,6,-1234.3500010172527
c_2gc7rb7incyax,-34.04999923706055,1,-34.04999923706055
c_2gc88q9g0szr4,-270.0,5,-54.0
c_2gcambe9re4eb,-1380.0,2,-690.0
c_2gcbtcmor50o8,-30.3700008392334,1,-30.3700008392334
c_2gcfygyjyj59x,-300.0,1,-300.0
c_2gchp3xs4ac3l,-1999.8999938964844,3,-666.6333312988281
c_2gcjnxmf1i3g7,-3216.859893798828,3,-1072.2866312662761
c_2gclv7oifycc7,-11888.690063476562,10,-1188.8690063476563
c_2gcox7n668d6t,-19.050000548362732,3,-6.350000182787578
c_2gcr9d820e6eg,-11638.709869384766,16,-727.4193668365479
c_2gcshjmcbdqn1,-1549.9400024414062,2,-774.9700012207031
c_2gcsjm6bnij0h,-226.4199981689453,4,-56.60499954223633
c_2gcv6sdi3xboh,-1543.1600341796875,1,-1543.1600341796875
c_2gcvos7ocq65,-1275.0,1,-1275.0
c_2gcw03747sc27,-891.5999755859375,2,-445.79998779296875
c_2gd5arazwn742,-2978.9400024414062,4,-744.7350006103516
c_2gd5g7zm7xh6r,-75000.0,5,-15000.0
c_2gd5m5vwalr9g,-1132.0299987792969,2,-566.0149993896484
c_2gdciptfvs7vb,-172.5,1,-172.5
c_2gdcleppusni8,-174.77999877929688,2,-87.38999938964844
c_2gdel5hyx9pm1,-3731.8399658203125,7,-533.1199951171875
c_2gdfybsqhc79e,-175.0,1,-175.0
c_2gdi3qezkw39q,-3420.60009765625,1,-3420.60009765625
c_2gdl40cj0dmhi,-105.0,1,-105.0
c_2gdm99y64k4gu,-394.79998779296875,1,-394.79998779296875
c_2gdm9qrwl9cwx,-440.6499938964844,1,-440.6499938964844
c_2gdrm2li1xgjd,-183.49000549316406,1,-183.49000549316406
c_2gds62qw1jh7f,-180.5,1,-180.5
c_2gdty07jof9yx,-1399.949951171875,2,-699.9749755859375
c_2gdva1u1mkv0i,-2333.7699871063232,12,-194.48083225886026
c_2gdw7fltroyee,-77.5,1,-77.5
c_2gdwi2ikgaflz,-2801.4799575805664,14,-200.10571125575476
c_2ge4364b6i6ro,-1185.699951171875,1,-1185.699951171875
c_2ge5q0vslvz6p,-166.82000732421875,1,-166.82000732421875
c_2geby6e945c69,-2187.5999908447266,6,-364.5999984741211
c_2gefft94h45j0,-232.59000396728516,2,-116.29500198364258
c_2geljncly0xn7,-2126.949996948242,5,-425.38999938964844
c_2gevno28hh3fa,-35.0,7,-5.0
c_2gew5zuc90n3v,-1075.7000122070312,2,-537.8500061035156
c_2gf1i52ntj9n3,-4706.459991455078,7,-672.3514273507254
c_2gf5f840q7mky,-4112.8399658203125,4,-1028.2099914550781
c_2gf6g9m45v3gv,-468.69000244140625,3,-156.2300008138021
c_2gfa2djc0fxom,-492.8800048828125,1,-492.8800048828125
c_2gfc12k7pk4eo,-276.960000038147,2,-138.4800000190735
c_2gfj15gldr4hh,-4306.18017578125,1,-4306.18017578125
c_2gfonhx0mutk1,-3276.8900146484375,3,-1092.2966715494792
c_2gfu000bd0ghx,-12141.25,17,-714.1911764705883
c_2gfx2yipau36,-363.0900001525879,3,-121.03000005086263
c_2gg1an0uj90fy,-9349.760007858276,8,-1168.7200009822845
c_2gg1khrflbuq3,-891.5999755859375,2,-445.79998779296875
c_2gg1uqei6feve,-80.0,1,-80.0
c_2gg3q2ofs75mn,-69.68000030517578,1,-69.68000030517578
c_2gg4gde7taydj,-53.599998474121094,1,-53.599998474121094
c_2ggcu6kwc2ja4,-2686.099983215332,12,-223.84166526794434
c_2ggg5ld5xxdrj,-7712.159942626953,18,-428.45333014594183
c_2ggg6jguxmoh,-9232.0,2,-4616.0
c_2ggkb3ggxhhbv,-194.60000610351562,1,-194.60000610351562
c_2gglhex4raxid,-516.0,1,-516.0
c_2ggq8gn0hcuzg,-1399.949951171875,2,-699.9749755859375
c_2ggr3xmq05evs,-3424.1699810028076,24,-142.67374920845032
c_2ggx9muyfivb5,-460.0,1,-460.0
c_2ggxtvsclxbyk,-4273.820011138916,27,-158.28963004218207
c_2ggyly0im8uav,-371.2799987792969,1,-371.2799987792969
c_2gh2vvc0zavvx,-134.89999389648438,1,-134.89999389648438
c_2gh8jieygcvo4,-510.5,2,-255.25
c_2ghatki70638f,-2649.949951171875,1,-2649.949951171875
c_2gheme7hsl78i,-14711.400024414062,18,-817.3000013563368
c_2ghmjjn6m4ory,-955.2000122070312,1,-955.2000122070312
c_2ghn35ygsr3qg,-60796.59983062744,295,-206.09016891738116
c_2ghppzkey90k1,-15.0,3,-5.0
c_2ghpq41n0jvxw,-377.0,1,-377.0
c_2ghsexpwjdgkh,-1229.1799926757812,4,-307.2949981689453
c_2ghz9ajzrx88r,-384.0,1,-384.0
c_2ghzphykrvxyz,-403.79998779296875,1,-403.79998779296875
c_2ghzw4zs7j0j,-3100.0,2,-1550.0
c_2gi4t6a41hx5w,-6150.130065917969,7,-878.5900094168527
c_2gi6jbyh7iy0a,-279.0,3,-93.0
c_2gi8oabr88xe6,-797.510009765625,1,-797.510009765625
c_2gib8fhor7f9d,-1244.5800170898438,5,-248.91600341796874
c_2giezume4ge5l,-5191.690032958984,9,-576.8544481065538
